1,2
1,7
1,8
1,13
2,7
2,13
3,5
3,9
3,12
4,9
4,11
4,15
4,16
5,9
5,10
6,7
6,8
6,15
6,16
7,8
7,13
7,16
8,13
8,15
9,10
9,11
9,12
9,18
10,11
10,17
11,15
11,17
12,14
12,18
14,18
15,16
15,17
