1,239573,60596,0
2,319522,38192,0
3,115310,189080,0
4,124382,198258,0
5,105919,181008,0
6,164218,191436,0
7,172174,202937,0
8,175065,200413,0
9,90636,191754,0
10,99440,189838,0
11,117288,176034,0
12,139550,204694,0
13,204758,115638,0
14,228895,103159,0
15,142052,176911,0
16,134268,166613,0
17,136622,141975,0
18,143543,207018,0
